sequence_id,sample_id,crop,year,plot,nitrogen_conc,replicate,sample_date,days_after_fertilization,nucleotide,target_region,fertilization,soil_type,project
5012_C_2018_P9_N200_B_20180703_RNA,5012,C,2018,P9,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5013_C_2018_P12_N200_A_20180703_RNA,5013,C,2018,P12,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5015_C_2018_P13_N300_A_20180703_RNA,5015,C,2018,P13,N300,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5016_C_2018_P13_N300_B_20180703_RNA,5016,C,2018,P13,N300,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5017_C_2018_P14_N0_A_20180703_RNA,5017,C,2018,P14,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5018_C_2018_P14_N0_B_20180703_RNA,5018,C,2018,P14,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5019_M_2015_P3_N400_A_20180703_RNA,5019,M,2015,P3,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5020_M_2015_P3_N400_B_20180703_RNA,5020,M,2015,P3,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5021_M_2015_P4_N0_A_20180703_RNA,5021,M,2015,P4,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5022_M_2015_P4_N0_B_20180703_RNA,5022,M,2015,P4,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5023_M_2015_P5_N200_A_20180703_RNA,5023,M,2015,P5,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5024_M_2015_P5_N200_B_20180703_RNA,5024,M,2015,P5,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5025_M_2016_P6_N400_A_20180703_RNA,5025,M,2016,P6,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5026_M_2016_P6_N400_B_20180703_RNA,5026,M,2016,P6,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5027_M_2016_P7_N0_A_20180703_RNA,5027,M,2016,P7,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5028_M_2016_P7_N0_B_20180703_RNA,5028,M,2016,P7,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5029_M_2016_P9_N200_A_20180703_RNA,5029,M,2016,P9,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5030_M_2016_P9_N200_B_20180703_RNA,5030,M,2016,P9,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5031_M_2017_P12_N200_A_20180703_RNA,5031,M,2017,P12,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5032_M_2017_P12_N200_B_20180703_RNA,5032,M,2017,P12,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5033_M_2017_P13_N400_A_20180703_RNA,5033,M,2017,P13,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5034_M_2017_P13_N400_B_20180703_RNA,5034,M,2017,P13,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5035_M_2017_P14_N0_A_20180703_RNA,5035,M,2017,P14,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5036_M_2017_P14_N0_B_20180703_RNA,5036,M,2017,P14,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5037_M_2016_P17_N400_A_20180703_RNA,5037,M,2016,P17,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5038_M_2016_P17_N400_B_20180703_RNA,5038,M,2016,P17,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5039_M_2016_P18_N200_A_20180703_RNA,5039,M,2016,P18,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5040_M_2016_P18_N200_B_20180703_RNA,5040,M,2016,P18,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5041_M_2016_P19_N0_A_20180703_RNA,5041,M,2016,P19,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5042_M_2016_P19_N0_B_20180703_RNA,5042,M,2016,P19,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5043_M_2017_P22_N400_A_20180703_RNA,5043,M,2017,P22,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5044_M_2017_P22_N400_B_20180703_RNA,5044,M,2017,P22,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5045_M_2017_P24_N0_A_20180703_RNA,5045,M,2017,P24,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5046_M_2017_P24_N0_B_20180703_RNA,5046,M,2017,P24,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5047_M_2017_P25_N200_A_20180703_RNA,5047,M,2017,P25,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5048_M_2017_P25_N200_B_20180703_RNA,5048,M,2017,P25,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5049_M_2015_P27_N400_A_20180703_RNA,5049,M,2015,P27,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5050_M_2015_P27_N400_B_20180703_RNA,5050,M,2015,P27,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5051_M_2015_P28_N0_A_20180703_RNA,5051,M,2015,P28,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5052_M_2015_P28_N0_B_20180703_RNA,5052,M,2015,P28,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5053_M_2015_P30_N200_A_20180703_RNA,5053,M,2015,P30,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5054_M_2015_P30_N200_B_20180703_RNA,5054,M,2015,P30,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5055_M_2017_P33_N200_A_20180703_RNA,5055,M,2017,P33,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5056_M_2017_P33_N200_B_20180703_RNA,5056,M,2017,P33,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5057_M_2017_P34_N400_A_20180703_RNA,5057,M,2017,P34,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5058_M_2017_P34_N400_B_20180703_RNA,5058,M,2017,P34,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5059_M_2017_P35_N0_A_20180703_RNA,5059,M,2017,P35,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5060_M_2017_P35_N0_B_20180703_RNA,5060,M,2017,P35,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5061_M_2016_P37_N400_A_20180703_RNA,5061,M,2016,P37,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5062_M_2016_P37_N400_B_20180703_RNA,5062,M,2016,P37,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5063_M_2016_P39_N0_A_20180703_RNA,5063,M,2016,P39,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5064_M_2016_P39_N0_B_20180703_RNA,5064,M,2016,P39,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5065_M_2016_P40_N200_A_20180703_RNA,5065,M,2016,P40,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5066_M_2016_P40_N200_B_20180703_RNA,5066,M,2016,P40,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5067_M_2015_P43_N200_A_20180703_RNA,5067,M,2015,P43,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5068_M_2015_P43_N200_B_20180703_RNA,5068,M,2015,P43,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5069_M_2015_P44_N0_A_20180703_RNA,5069,M,2015,P44,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5070_M_2015_P44_N0_B_20180703_RNA,5070,M,2015,P44,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5071_M_2015_P45_N400_A_20180703_RNA,5071,M,2015,P45,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5072_M_2015_P45_N400_B_20180703_RNA,5072,M,2015,P45,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5073_C_2018_P33_N200_A_20180703_RNA,5073,C,2018,P33,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5074_C_2018_P33_N200_B_20180703_RNA,5074,C,2018,P33,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5075_C_2018_P34_N300_A_20180703_RNA,5075,C,2018,P34,N300,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5076_C_2018_P34_N300_B_20180703_RNA,5076,C,2018,P34,N300,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5077_C_2018_P35_N0_A_20180703_RNA,5077,C,2018,P35,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5078_C_2018_P35_N0_B_20180703_RNA,5078,C,2018,P35,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5079_C_2018_P37_N300_A_20180703_RNA,5079,C,2018,P37,N300,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5080_C_2018_P37_N300_B_20180703_RNA,5080,C,2018,P37,N300,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5081_C_2018_P39_N0_A_20180703_RNA,5081,C,2018,P39,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5082_C_2018_P39_N0_B_20180703_RNA,5082,C,2018,P39,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5083_C_2018_P40_N200_A_20180703_RNA,5083,C,2018,P40,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5084_C_2018_P40_N200_B_20180703_RNA,5084,C,2018,P40,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5085_C_2018_P43_N200_A_20180703_RNA,5085,C,2018,P43,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5086_C_2018_P43_N200_B_20180703_RNA,5086,C,2018,P43,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5087_C_2018_P44_N0_A_20180703_RNA,5087,C,2018,P44,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5088_C_2018_P44_N0_B_20180703_RNA,5088,C,2018,P44,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5089_C_2018_P45_N300_A_20180703_RNA,5089,C,2018,P45,N300,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5090_C_2018_P45_N300_B_20180703_RNA,5090,C,2018,P45,N300,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5091_M_2017_P46_N0_A_20180703_RNA,5091,M,2017,P46,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5092_M_2017_P46_N0_B_20180703_RNA,5092,M,2017,P46,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5093_M_2017_P48_N400_A_20180703_RNA,5093,M,2017,P48,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5094_M_2017_P48_N400_B_20180703_RNA,5094,M,2017,P48,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5095_M_2017_P50_N200_A_20180703_RNA,5095,M,2017,P50,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5096_M_2017_P50_N200_B_20180703_RNA,5096,M,2017,P50,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5097_M_2015_P53_N400_A_20180703_RNA,5097,M,2015,P53,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5098_M_2015_P53_N400_B_20180703_RNA,5098,M,2015,P53,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5099_M_2015_P54_N200_A_20180703_RNA,5099,M,2015,P54,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5100_M_2015_P54_N200_B_20180703_RNA,5100,M,2015,P54,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5101_M_2015_P55_N0_A_20180703_RNA,5101,M,2015,P55,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5102_M_2015_P55_N0_B_20180703_RNA,5102,M,2015,P55,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5103_M_2016_P56_N0_A_20180703_RNA,5103,M,2016,P56,N0,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5104_M_2016_P56_N0_B_20180703_RNA,5104,M,2016,P56,N0,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5105_M_2016_P58_N400_A_20180703_RNA,5105,M,2016,P58,N400,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5106_M_2016_P58_N400_B_20180703_RNA,5106,M,2016,P58,N400,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5107_M_2016_P60_N200_A_20180703_RNA,5107,M,2016,P60,N200,A,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
5108_M_2016_P60_N200_B_20180703_RNA,5108,M,2016,P60,N200,B,20180703,69,RNA,16S,yes,rhizosphere,LAMPS_2018
