sequence_id,sample_id,crop,year,plot,nitrogen_conc,replicate,sample_date,days_after_fertilization,nucleotide,target_region,fertilization,soil_type,project,rownames
3021_M_2015_P4_N0_A_20180514,3021_DNA,M,2015,P4,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3021_DNA
3022_M_2015_P4_N0_B_20180514,3022_DNA,M,2015,P4,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3022_DNA
3023_M_2015_P5_N200_A_20180514,3023_DNA,M,2015,P5,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3023_DNA
3024_M_2015_P5_N200_B_20180514,3024_DNA,M,2015,P5,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3024_DNA
3025_M_2016_P6_N400_A_20180514,3025_DNA,M,2016,P6,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3025_DNA
3026_M_2016_P6_N400_B_20180514,3026_DNA,M,2016,P6,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3026_DNA
3027_M_2016_P7_N0_A_20180514,3027_DNA,M,2016,P7,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3027_DNA
3028_M_2016_P7_N0_B_20180514,3028_DNA,M,2016,P7,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3028_DNA
3029_M_2016_P9_N200_A_20180514,3029_DNA,M,2016,P9,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3029_DNA
3030_M_2016_P9_N200_B_20180514,3030_DNA,M,2016,P9,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3030_DNA
3031_M_2017_P12_N200_A_20180514,3031_DNA,M,2017,P12,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3031_DNA
3032_M_2017_P12_N200_B_20180514,3032_DNA,M,2017,P12,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3032_DNA
3033_M_2017_P13_N400_A_20180514,3033_DNA,M,2017,P13,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3033_DNA
3034_M_2017_P13_N400_B_20180514,3034_DNA,M,2017,P13,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3034_DNA
3035_M_2017_P14_N0_A_20180514,3035_DNA,M,2017,P14,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3035_DNA
3036_M_2017_P14_N0_B_20180514,3036_DNA,M,2017,P14,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3036_DNA
3037_M_2016_P17_N400_A_20180514,3037_DNA,M,2016,P17,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3037_DNA
3038_M_2016_P17_N400_B_20180514,3038_DNA,M,2016,P17,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3038_DNA
3039_M_2016_P18_N200_A_20180514,3039_DNA,M,2016,P18,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3039_DNA
3040_M_2016_P18_N200_B_20180514,3040_DNA,M,2016,P18,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3040_DNA
3041_M_2016_P19_N0_A_20180514,3041_DNA,M,2016,P19,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3041_DNA
3042_M_2016_P19_N0_B_20180514,3042_DNA,M,2016,P19,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3042_DNA
3043_M_2017_P22_N400_A_20180514,3043_DNA,M,2017,P22,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3043_DNA
3044_M_2017_P22_N400_B_20180514,3044_DNA,M,2017,P22,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3044_DNA
3045_M_2017_P24_N0_A_20180514,3045_DNA,M,2017,P24,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3045_DNA
3046_M_2017_P24_N0_B_20180514,3046_DNA,M,2017,P24,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3046_DNA
3047_M_2017_P25_N200_A_20180514,3047_DNA,M,2017,P25,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3047_DNA
3048_M_2017_P25_N200_B_20180514,3048_DNA,M,2017,P25,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3048_DNA
3049_M_2015_P27_N400_A_20180514,3049_DNA,M,2015,P27,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3049_DNA
3050_M_2015_P27_N400_B_20180514,3050_DNA,M,2015,P27,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3050_DNA
3051_M_2015_P28_N0_A_20180514,3051_DNA,M,2015,P28,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3051_DNA
3052_M_2015_P28_N0_B_20180514,3052_DNA,M,2015,P28,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3052_DNA
3053_M_2015_P30_N200_A_20180514,3053_DNA,M,2015,P30,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3053_DNA
3054_M_2015_P30_N200_B_20180514,3054_DNA,M,2015,P30,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3054_DNA
3055_M_2017_P33_N200_A_20180514,3055_DNA,M,2017,P33,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3055_DNA
3056_M_2017_P33_N200_B_20180514,3056_DNA,M,2017,P33,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3056_DNA
3057_M_2017_P34_N400_A_20180514,3057_DNA,M,2017,P34,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3057_DNA
3058_M_2017_P34_N400_B_20180514,3058_DNA,M,2017,P34,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3058_DNA
3059_M_2017_P35_N0_A_20180514,3059_DNA,M,2017,P35,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3059_DNA
3060_M_2017_P35_N0_B_20180514,3060_DNA,M,2017,P35,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3060_DNA
3061_M_2016_P37_N400_A_20180514,3061_DNA,M,2016,P37,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3061_DNA
3062_M_2016_P37_N400_B_20180514,3062_DNA,M,2016,P37,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3062_DNA
3063_M_2016_P39_N0_A_20180514,3063_DNA,M,2016,P39,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3063_DNA
3064_M_2016_P39_N0_B_20180514,3064_DNA,M,2016,P39,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3064_DNA
3065_M_2016_P40_N200_A_20180514,3065_DNA,M,2016,P40,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3065_DNA
3066_M_2016_P40_N200_B_20180514,3066_DNA,M,2016,P40,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3066_DNA
3067_M_2015_P43_N200_A_20180514,3067_DNA,M,2015,P43,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3067_DNA
3068_M_2015_P43_N200_B_20180514,3068_DNA,M,2015,P43,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3068_DNA
3069_M_2015_P44_N0_A_20180514,3069_DNA,M,2015,P44,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3069_DNA
3070_M_2015_P44_N0_B_20180514,3070_DNA,M,2015,P44,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3070_DNA
3071_M_2015_P45_N400_A_20180514,3071_DNA,M,2015,P45,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3071_DNA
3072_M_2015_P45_N400_B_20180514,3072_DNA,M,2015,P45,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3072_DNA
3073_C_2018_P33_N200_A_20180514,3073_DNA,C,2018,P33,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3073_DNA
3074_C_2018_P33_N200_B_20180514,3074_DNA,C,2018,P33,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3074_DNA
3075_C_2018_P34_N300_A_20180514,3075_DNA,C,2018,P34,N300,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3075_DNA
3076_C_2018_P34_N300_B_20180514,3076_DNA,C,2018,P34,N300,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3076_DNA
3077_C_2018_P35_N0_A_20180514,3077_DNA,C,2018,P35,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3077_DNA
3078_C_2018_P35_N0_B_20180514,3078_DNA,C,2018,P35,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3078_DNA
3079_C_2018_P37_N300_A_20180514,3079_DNA,C,2018,P37,N300,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3079_DNA
3080_C_2018_P37_N300_B_20180514,3080_DNA,C,2018,P37,N300,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3080_DNA
3081_C_2018_P39_N0_A_20180514,3081_DNA,C,2018,P39,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3081_DNA
3082_C_2018_P39_N0_B_20180514,3082_DNA,C,2018,P39,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3082_DNA
3083_C_2018_P40_N200_A_20180514,3083_DNA,C,2018,P40,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3083_DNA
3084_C_2018_P40_N200_B_20180514,3084_DNA,C,2018,P40,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3084_DNA
3085_C_2018_P43_N200_A_20180514,3085_DNA,C,2018,P43,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3085_DNA
3086_C_2018_P43_N200_B_20180514,3086_DNA,C,2018,P43,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3086_DNA
3087_C_2018_P44_N0_A_20180514,3087_DNA,C,2018,P44,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3087_DNA
3088_C_2018_P44_N0_B_20180514,3088_DNA,C,2018,P44,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3088_DNA
3089_C_2018_P45_N300_A_20180514,3089_DNA,C,2018,P45,N300,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3089_DNA
3090_C_2018_P45_N300_B_20180514,3090_DNA,C,2018,P45,N300,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3090_DNA
3091_M_2017_P46_N0_A_20180514,3091_DNA,M,2017,P46,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3091_DNA
3092_M_2017_P46_N0_B_20180514,3092_DNA,M,2017,P46,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3092_DNA
3093_M_2017_P48_N400_A_20180514,3093_DNA,M,2017,P48,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3093_DNA
3094_M_2017_P48_N400_B_20180514,3094_DNA,M,2017,P48,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3094_DNA
3095_M_2017_P50_N200_A_20180514,3095_DNA,M,2017,P50,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3095_DNA
3096_M_2017_P50_N200_B_20180514,3096_DNA,M,2017,P50,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3096_DNA
3097_M_2015_P53_N400_A_20180514,3097_DNA,M,2015,P53,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3097_DNA
3098_M_2015_P53_N400_B_20180514,3098_DNA,M,2015,P53,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3098_DNA
3099_M_2015_P54_N200_A_20180514,3099_DNA,M,2015,P54,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3099_DNA
3100_M_2015_P54_N200_B_20180514,3100_DNA,M,2015,P54,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3100_DNA
3101_M_2015_P55_N0_A_20180514,3101_DNA,M,2015,P55,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3101_DNA
3102_M_2015_P55_N0_B_20180514,3102_DNA,M,2015,P55,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3102_DNA
3103_M_2016_P56_N0_A_20180514,3103_DNA,M,2016,P56,N0,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3103_DNA
3104_M_2016_P56_N0_B_20180514,3104_DNA,M,2016,P56,N0,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3104_DNA
3105_M_2016_P58_N400_A_20180514,3105_DNA,M,2016,P58,N400,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3105_DNA
3106_M_2016_P58_N400_B_20180514,3106_DNA,M,2016,P58,N400,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3106_DNA
3107_M_2016_P60_N200_A_20180514,3107_DNA,M,2016,P60,N200,A,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3107_DNA
3108_M_2016_P60_N200_B_20180514,3108_DNA,M,2016,P60,N200,B,20180514,5,DNA,16S,yes,rhizosphere,LAMPS_2018,3108_DNA
3109_C_2018_P14_N0_BULK_DNA_20180514,3109_DNA,C,2018,P14,N0,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3109_DNA
3110_C_2018_P13_N300_BULK_DNA_20180514,3110_DNA,C,2018,P13,N300,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3110_DNA
3111_C_2018_P12_N200_BULK_DNA_20180514,3111_DNA,C,2018,P12,N200,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3111_DNA
3112_M_2017_P14_N0_BULK_DNA_20180514,3112_DNA,M,2017,P14,N0,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3112_DNA
3113_M_2017_P13_N400_BULK_DNA_20180514,3113_DNA,M,2017,P13,N400,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3113_DNA
3114_M_2017_P12_N200_BULK_DNA_20180514,3114_DNA,M,2017,P12,N200,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3114_DNA
3115_M_2016_P7_N0_BULK_DNA_20180514,3115_DNA,M,2016,P7,N0,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3115_DNA
3116_M_2016_P6_N400_BULK_DNA_20180514,3116_DNA,M,2016,P6,N400,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3116_DNA
3117_M_2016_P9_N200_BULK_DNA_20180514,3117_DNA,M,2016,P9,N200,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3117_DNA
3118_M_2015_P4_N0_BULK_DNA_20180514,3118_DNA,M,2015,P4,N0,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3118_DNA
3119_M_2015_P3_N400_BULK_DNA_20180514,3119_DNA,M,2015,P3,N400,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3119_DNA
3120_M_2015_P5_N200_BULK_DNA_20180514,3120_DNA,M,2015,P5,N200,BULK_DNA,20180514,5,DNA,16S,yes,bulk,LAMPS_2018,3120_DNA
4001_C_2018_P3_N300_A_20180530,4001_DNA,C,2018,P3,N300,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4001_DNA
4002_C_2018_P3_N300_B_20180530,4002_DNA,C,2018,P3,N300,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4002_DNA
4003_C_2018_P4_N0_A_20180530,4003_DNA,C,2018,P4,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4003_DNA
4004_C_2018_P4_N0_B_20180530,4004_DNA,C,2018,P4,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4004_DNA
4005_C_2018_P5_N200_A_20180530,4005_DNA,C,2018,P5,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4005_DNA
4006_C_2018_P5_N200_B_20180530,4006_DNA,C,2018,P5,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4006_DNA
4007_C_2018_P6_N300_A_20180530,4007_DNA,C,2018,P6,N300,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4007_DNA
4008_C_2018_P6_N300_B_20180530,4008_DNA,C,2018,P6,N300,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4008_DNA
4009_C_2018_P7_N0_A_20180530,4009_DNA,C,2018,P7,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4009_DNA
4010_C_2018_P7_N0_B_20180530,4010_DNA,C,2018,P7,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4010_DNA
4011_C_2018_P9_N200_A_20180530,4011_DNA,C,2018,P9,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4011_DNA
4012_C_2018_P9_N200_B_20180530,4012_DNA,C,2018,P9,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4012_DNA
4013_C_2018_P12_N200_A_20180530,4013_DNA,C,2018,P12,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4013_DNA
4014_C_2018_P12_N200_B_20180530,4014_DNA,C,2018,P12,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4014_DNA
4015_C_2018_P13_N300_A_20180530,4015_DNA,C,2018,P13,N300,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4015_DNA
4016_C_2018_P13_N300_B_20180530,4016_DNA,C,2018,P13,N300,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4016_DNA
4017_C_2018_P14_N0_A_20180530,4017_DNA,C,2018,P14,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4017_DNA
4018_C_2018_P14_N0_B_20180530,4018_DNA,C,2018,P14,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4018_DNA
4019_M_2015_P3_N400_A_20180530,4019_DNA,M,2015,P3,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4019_DNA
4020_M_2015_P3_N400_B_20180530,4020_DNA,M,2015,P3,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4020_DNA
4021_M_2015_P4_N0_A_20180530,4021_DNA,M,2015,P4,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4021_DNA
4022_M_2015_P4_N0_B_20180530,4022_DNA,M,2015,P4,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4022_DNA
4023_M_2015_P5_N200_A_20180530,4023_DNA,M,2015,P5,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4023_DNA
4024_M_2015_P5_N200_B_20180530,4024_DNA,M,2015,P5,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4024_DNA
4025_M_2016_P6_N400_A_20180530,4025_DNA,M,2016,P6,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4025_DNA
4026_M_2016_P6_N400_B_20180530,4026_DNA,M,2016,P6,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4026_DNA
4027_M_2016_P7_N0_A_20180530,4027_DNA,M,2016,P7,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4027_DNA
4028_M_2016_P7_N0_B_20180530,4028_DNA,M,2016,P7,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4028_DNA
4029_M_2016_P9_N200_A_20180530,4029_DNA,M,2016,P9,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4029_DNA
4030_M_2016_P9_N200_B_20180530,4030_DNA,M,2016,P9,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4030_DNA
4031_M_2017_P12_N200_A_20180530,4031_DNA,M,2017,P12,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4031_DNA
4032_M_2017_P12_N200_B_20180530,4032_DNA,M,2017,P12,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4032_DNA
4033_M_2017_P13_N400_A_20180530,4033_DNA,M,2017,P13,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4033_DNA
4034_M_2017_P13_N400_B_20180530,4034_DNA,M,2017,P13,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4034_DNA
4035_M_2017_P14_N0_A_20180530,4035_DNA,M,2017,P14,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4035_DNA
4036_M_2017_P14_N0_B_20180530,4036_DNA,M,2017,P14,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4036_DNA
4037_M_2016_P17_N400_A_20180530,4037_DNA,M,2016,P17,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4037_DNA
4038_M_2016_P17_N400_B_20180530,4038_DNA,M,2016,P17,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4038_DNA
4039_M_2016_P18_N200_A_20180530,4039_DNA,M,2016,P18,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4039_DNA
4040_M_2016_P18_N200_B_20180530,4040_DNA,M,2016,P18,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4040_DNA
4041_M_2016_P19_N0_A_20180530,4041_DNA,M,2016,P19,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4041_DNA
4042_M_2016_P19_N0_B_20180530,4042_DNA,M,2016,P19,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4042_DNA
4043_M_2017_P22_N400_A_20180530,4043_DNA,M,2017,P22,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4043_DNA
4044_M_2017_P22_N400_B_20180530,4044_DNA,M,2017,P22,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4044_DNA
4045_M_2017_P24_N0_A_20180530,4045_DNA,M,2017,P24,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4045_DNA
4046_M_2017_P24_N0_B_20180530,4046_DNA,M,2017,P24,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4046_DNA
4047_M_2017_P25_N200_A_20180530,4047_DNA,M,2017,P25,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4047_DNA
4048_M_2017_P25_N200_B_20180530,4048_DNA,M,2017,P25,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4048_DNA
4049_M_2015_P27_N400_A_20180530,4049_DNA,M,2015,P27,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4049_DNA
4050_M_2015_P27_N400_B_20180530,4050_DNA,M,2015,P27,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4050_DNA
4051_M_2015_P28_N0_A_20180530,4051_DNA,M,2015,P28,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4051_DNA
4052_M_2015_P28_N0_B_20180530,4052_DNA,M,2015,P28,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4052_DNA
4053_M_2015_P30_N200_A_20180530,4053_DNA,M,2015,P30,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4053_DNA
4054_M_2015_P30_N200_B_20180530,4054_DNA,M,2015,P30,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4054_DNA
4055_M_2017_P33_N200_A_20180530,4055_DNA,M,2017,P33,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4055_DNA
4056_M_2017_P33_N200_B_20180530,4056_DNA,M,2017,P33,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4056_DNA
4057_M_2017_P34_N400_A_20180530,4057_DNA,M,2017,P34,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4057_DNA
4058_M_2017_P34_N400_B_20180530,4058_DNA,M,2017,P34,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4058_DNA
4059_M_2017_P35_N0_A_20180530,4059_DNA,M,2017,P35,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4059_DNA
4060_M_2017_P35_N0_B_20180530,4060_DNA,M,2017,P35,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4060_DNA
4061_M_2016_P37_N400_A_20180530,4061_DNA,M,2016,P37,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4061_DNA
4062_M_2016_P37_N400_B_20180530,4062_DNA,M,2016,P37,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4062_DNA
4063_M_2016_P39_N0_A_20180530,4063_DNA,M,2016,P39,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4063_DNA
4064_M_2016_P39_N0_B_20180530,4064_DNA,M,2016,P39,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4064_DNA
4065_M_2016_P40_N200_A_20180530,4065_DNA,M,2016,P40,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4065_DNA
4066_M_2016_P40_N200_B_20180530,4066_DNA,M,2016,P40,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4066_DNA
4067_M_2015_P43_N200_A_20180530,4067_DNA,M,2015,P43,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4067_DNA
4068_M_2015_P43_N200_B_20180530,4068_DNA,M,2015,P43,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4068_DNA
4069_M_2015_P44_N0_A_20180530,4069_DNA,M,2015,P44,N0,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4069_DNA
4070_M_2015_P44_N0_B_20180530,4070_DNA,M,2015,P44,N0,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4070_DNA
4071_M_2015_P45_N400_A_20180530,4071_DNA,M,2015,P45,N400,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4071_DNA
4072_M_2015_P45_N400_B_20180530,4072_DNA,M,2015,P45,N400,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4072_DNA
4073_C_2018_P33_N200_A_20180530,4073_DNA,C,2018,P33,N200,A,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4073_DNA
4074_C_2018_P33_N200_B_20180530,4074_DNA,C,2018,P33,N200,B,20180530,21,DNA,16S,yes,rhizosphere,LAMPS_2018,4074_DNA
